variables
cnv_gain_or_loss_14
cnv_gene_15
cnv_gain_or_loss_15
cnv_gene_16
cnv_gain_or_loss_16
cnv_gene_17
cnv_gain_or_loss_17
cnv_gene_18
cnv_gain_or_loss_18
cnv_gene_19
cnv_gain_or_loss_19
cnv_gene_20
cnv_gain_or_loss_20
cnv_gene_21
cnv_gain_or_loss_21
cnv_gene_22
cnv_gain_or_loss_22
cnv_gene_23
cnv_gain_or_loss_23
cnv_gene_24
cnv_gain_or_loss_24
cnv_gene_25
cnv_gain_or_loss_25
cnv_gene_26
cnv_gain_or_loss_26
cnv_gene_27
cnv_gain_or_loss_27
cnv_gene_28
cnv_gain_or_loss_28
cnv_gene_29
cnv_gain_or_loss_29
cnv_gene_30
cnv_gain_or_loss_30
cnv_gene_31
cnv_gain_or_loss_31
cnv_gene_32
cnv_gain_or_loss_32
cnv_gene_33
cnv_gain_or_loss_33
cnv_gene_34
cnv_gain_or_loss_34
cnv_gene_35
cnv_gain_or_loss_35
cnv_gene_36
cnv_gain_or_loss_36
cnv_gene_37
cnv_gain_or_loss_37
cnv_gene_38
cnv_gain_or_loss_38
cnv_gene_39
cnv_gain_or_loss_39
cnv_gene_40
cnv_gain_or_loss_40
cnv_gene_41
cnv_gain_or_loss_41
cnv_gene_42
cnv_gain_or_loss_42
cnv_gene_43
cnv_gain_or_loss_43
cnv_gene_44
cnv_gain_or_loss_44
cnv_gene_45
cnv_gain_or_loss_45
cnv_gene_46
cnv_gain_or_loss_46
cnv_gene_47
cnv_gain_or_loss_47
cnv_gene_48
cnv_gain_or_loss_48
cnv_gene_49
cnv_gain_or_loss_49
cnv_gene_50
cnv_gain_or_loss_50
cnv_gene_51
cnv_gain_or_loss_51
cnv_gene_52
cnv_gain_or_loss_52
cnv_gene_53
cnv_gain_or_loss_53
cnv_gene_54
cnv_gain_or_loss_54
cnv_gene_55
cnv_gain_or_loss_55
cnv_gene_56
cnv_gain_or_loss_56
cnv_gene_57
cnv_gain_or_loss_57
cnv_gene_58
cnv_gain_or_loss_58
cnv_gene_59
cnv_gain_or_loss_59
cnv_gene_60
cnv_gain_or_loss_60
cnv_gene_61
cnv_gain_or_loss_61
cnv_gene_62
cnv_gain_or_loss_62
cnv_gene_63
cnv_gain_or_loss_63
cnv_gene_64
cnv_gain_or_loss_64
cnv_gene_65
cnv_gain_or_loss_65
cnv_gene_66
cnv_gain_or_loss_66
cnv_gene_67
cnv_gain_or_loss_67
cnv_gene_68
cnv_gain_or_loss_68
cnv_gene_69
cnv_gain_or_loss_69
cnv_gene_70
cnv_gain_or_loss_70
cnv_gene_71
cnv_gain_or_loss_71
cnv_gene_72
cnv_gain_or_loss_72
cnv_gene_73
cnv_gain_or_loss_73
cnv_gene_74
cnv_gain_or_loss_74
cnv_gene_75
cnv_gain_or_loss_75
cnv_gene_76
cnv_gain_or_loss_76
cnv_gene_77
cnv_gain_or_loss_77
cnv_gene_78
cnv_gain_or_loss_78
cnv_gene_79
cnv_gain_or_loss_79
cnv_gene_80
cnv_gain_or_loss_80
cnv_gene_81
cnv_gain_or_loss_81
cnv_gene_82
cnv_gain_or_loss_82
cnv_gene_83
cnv_gain_or_loss_83
cnv_gene_84
cnv_gain_or_loss_84
cnv_gene_85
cnv_gain_or_loss_85
cnv_gene_86
cnv_gain_or_loss_86
cnv_gene_87
cnv_gain_or_loss_87
cnv_gene_88
cnv_gain_or_loss_88
cnv_gene_89
cnv_gain_or_loss_89
cnv_gene_90
cnv_gain_or_loss_90
cnv_gene_91
cnv_gain_or_loss_91
cnv_gene_92
cnv_gain_or_loss_92
cnv_gene_93
cnv_gain_or_loss_93
cnv_gene_94
cnv_gain_or_loss_94
cnv_gene_95
cnv_gain_or_loss_95
cnv_gene_96
cnv_gain_or_loss_96
cnv_gene_97
cnv_gain_or_loss_97
cnv_gene_98
cnv_gain_or_loss_98
cnv_gene_99
cnv_gain_or_loss_99
cnv_gene_100
cnv_gain_or_loss_100
cnv_gene_101
cnv_gain_or_loss_101
cnv_gene_102
cnv_gain_or_loss_102
cnv_gene_103
cnv_gain_or_loss_103
cnv_gene_104
cnv_gain_or_loss_104
cnv_gene_105
cnv_gain_or_loss_105
cnv_gene_106
cnv_gain_or_loss_106
cnv_gene_107
cnv_gain_or_loss_107
cnv_gene_108
cnv_gain_or_loss_108
cnv_gene_109
cnv_gain_or_loss_109
cnv_gene_110
cnv_gain_or_loss_110
cnv_gene_111
cnv_gain_or_loss_111
cnv_gene_112
cnv_gain_or_loss_112
cnv_gene_113
cnv_gain_or_loss_113
cnv_gene_114
cnv_gain_or_loss_114
cnv_gene_115
cnv_gain_or_loss_115
cnv_gene_116
cnv_gain_or_loss_116
cnv_gene_117
cnv_gain_or_loss_117
cnv_gene_118
cnv_gain_or_loss_118
cnv_gene_119
cnv_gain_or_loss_119
cnv_gene_120
cnv_gain_or_loss_120
cnv_gene_121
cnv_gain_or_loss_121
cnv_gene_122
cnv_gain_or_loss_122
cnv_gene_123
cnv_gain_or_loss_123
cnv_gene_124
cnv_gain_or_loss_124
cnv_gene_125
cnv_gain_or_loss_125
cnv_gene_126
cnv_gain_or_loss_126
cnv_gene_127
cnv_gain_or_loss_127
cnv_gene_128
cnv_gain_or_loss_128
cnv_gene_129
cnv_gain_or_loss_129
cnv_gene_130
cnv_gain_or_loss_130
cnv_gene_131
cnv_gain_or_loss_131
cnv_gene_132
cnv_gain_or_loss_132
cnv_gene_133
cnv_gain_or_loss_133
cnv_gene_134
cnv_gain_or_loss_134
cnv_gene_135
cnv_gain_or_loss_135
cnv_gene_136
cnv_gain_or_loss_136
cnv_gene_137
cnv_gain_or_loss_137
cnv_gene_138
cnv_gain_or_loss_138
cnv_gene_139
cnv_gain_or_loss_139
cnv_gene_140
cnv_gain_or_loss_140
cnv_gene_141
cnv_gain_or_loss_141
cnv_gene_142
cnv_gain_or_loss_142
cnv_gene_143
cnv_gain_or_loss_143
cnv_gene_144
cnv_gain_or_loss_144
cnv_gene_145
cnv_gain_or_loss_145
cnv_gene_146
cnv_gain_or_loss_146
cnv_gene_147
cnv_gain_or_loss_147
cnv_gene_148
cnv_gain_or_loss_148
cnv_gene_149
cnv_gain_or_loss_149
cnv_gene_150
cnv_gain_or_loss_150
cnv_gene_151
cnv_gain_or_loss_151
cnv_gene_152
cnv_gain_or_loss_152
cnv_gene_153
cnv_gain_or_loss_153
cnv_gene_154
cnv_gain_or_loss_154
cnv_gene_155
cnv_gain_or_loss_155
cnv_gene_156
cnv_gain_or_loss_156
cnv_gene_157
cnv_gain_or_loss_157
cnv_gene_158
cnv_gain_or_loss_158
cnv_gene_159
cnv_gain_or_loss_159
cnv_gene_160
cnv_gain_or_loss_160
cnv_gene_161
cnv_gain_or_loss_161
cnv_gene_162
cnv_gain_or_loss_162
cnv_gene_163
cnv_gain_or_loss_163
cnv_gene_164
cnv_gain_or_loss_164
cnv_gene_165
cnv_gain_or_loss_165
cnv_gene_166
cnv_gain_or_loss_166
cnv_gene_167
cnv_gain_or_loss_167
cnv_gene_168
cnv_gain_or_loss_168
cnv_gene_169
cnv_gain_or_loss_169
cnv_gene_170
cnv_gain_or_loss_170
cnv_gene_171
cnv_gain_or_loss_171
cnv_gene_172
cnv_gain_or_loss_172
cnv_gene_173
cnv_gain_or_loss_173
cnv_gene_174
cnv_gain_or_loss_174
cnv_gene_175
cnv_gain_or_loss_175
cnv_gene_176
cnv_gain_or_loss_176
cnv_gene_177
cnv_gain_or_loss_177
cnv_gene_178
cnv_gain_or_loss_178
cnv_gene_179
cnv_gain_or_loss_179
cnv_gene_180
cnv_gain_or_loss_180
cnv_gene_181
cnv_gain_or_loss_181
cnv_gene_182
cnv_gain_or_loss_182
cnv_gene_183
cnv_gain_or_loss_183
cnv_gene_184
cnv_gain_or_loss_184
cnv_gene_185
cnv_gain_or_loss_185
cnv_gene_186
cnv_gain_or_loss_186
cnv_gene_187
cnv_gain_or_loss_187
cnv_gene_188
cnv_gain_or_loss_188
cnv_gene_189
cnv_gain_or_loss_189
cnv_gene_190
cnv_gain_or_loss_190
cnv_gene_191
cnv_gain_or_loss_191
cnv_gene_192
cnv_gain_or_loss_192
cnv_gene_193
cnv_gain_or_loss_193
cnv_gene_194
cnv_gain_or_loss_194
cnv_gene_195
cnv_gain_or_loss_195
cnv_gene_196
cnv_gain_or_loss_196
cnv_gene_197
cnv_gain_or_loss_197
cnv_gene_198
cnv_gain_or_loss_198
cnv_gene_199
cnv_gain_or_loss_199
cnv_gene_200
cnv_gain_or_loss_200
cnv_gene_201
cnv_gain_or_loss_201
cnv_gene_202
cnv_gain_or_loss_202
cnv_gene_203
cnv_gain_or_loss_203
cnv_gene_204
cnv_gain_or_loss_204
cnv_gene_205
cnv_gain_or_loss_205
cnv_gene_206
cnv_gain_or_loss_206
cnv_gene_207
cnv_gain_or_loss_207
cnv_gene_208
cnv_gain_or_loss_208
cnv_gene_209
cnv_gain_or_loss_209
cnv_gene_210
cnv_gain_or_loss_210
cnv_gene_211
cnv_gain_or_loss_211
cnv_gene_212
cnv_gain_or_loss_212
cnv_gene_213
cnv_gain_or_loss_213
cnv_gene_214
cnv_gain_or_loss_214
cnv_gene_215
cnv_gain_or_loss_215
cnv_gene_216
cnv_gain_or_loss_216
cnv_gene_217
cnv_gain_or_loss_217
cnv_gene_218
cnv_gain_or_loss_218
cnv_gene_219
cnv_gain_or_loss_219
cnv_gene_220
cnv_gain_or_loss_220
cnv_gene_221
cnv_gain_or_loss_221
cnv_gene_222
cnv_gain_or_loss_222
cnv_gene_223
cnv_gain_or_loss_223
cnv_gene_224
cnv_gain_or_loss_224
cnv_gene_225
cnv_gain_or_loss_225
cnv_gene_226
cnv_gain_or_loss_226
cnv_gene_227
cnv_gain_or_loss_227
cnv_gene_228
cnv_gain_or_loss_228
cnv_gene_229
cnv_gain_or_loss_229
cnv_gene_230
cnv_gain_or_loss_230
amplifications_number
amplifications_gene_1
amplifications_gene_2
amplifications_gene_3
amplifications_gene_4
amplifications_gene_5
amplifications_gene_6
amplifications_gene_7
amplifications_gene_8
amplifications_gene_9
amplifications_gene_10
amplifications_gene_11
amplifications_gene_12
amplifications_gene_13
amplifications_gene_14
amplifications_gene_15
amplifications_gene_16
amplifications_gene_17
amplifications_gene_18
amplifications_gene_19
amplifications_gene_20
amplifications_gene_21
amplifications_gene_22
amplifications_gene_23
amplifications_gene_24
amplifications_gene_25
amplifications_gene_26
amplifications_gene_27
amplifications_gene_28
amplifications_gene_29
amplifications_gene_30
genomics_add_notes
gen_qcdash___daf
gen_qcdash___dac
gen_qcdash___dmf
gen_qcdash___dmqc
gen_qcdash___lpf
gen_qcdash___lpqc
gen_daf_note
gen_dmf_note
gen_lpf_note
genomics_complete
